source_sa2,target_sa2,count,amount,age_bin
403031067,403031068,999,8186,40-49
403031067,403031068,783,7118,50-59
403031067,403031068,168,1080,60-69
403031067,403031068,996,8979,70-79
403031067,403031069,880,1728,18-29
403031067,403031069,1277,8983,30-39
403031067,403031069,1458,10724,40-49
403031067,403031069,1236,9404,50-59
403031067,403031069,845,4331,60-69
403031067,403031069,198,14085,70-79
403031067,403031069,102,14555,80+
403031067,403031070,447,830,18-29
403031067,403031070,533,4958,30-39
403031067,403031070,892,8001,40-49
403031067,403031070,731,7835,50-59
403031067,403031070,251,1782,60-69
403031067,403031070,1195,10865,70-79
403031067,403041071,181,11650,18-29
403031067,403041071,243,14227,30-39
403031067,403041071,53,14376,40-49
403031067,403041071,315,1088,50-59
403031067,403041071,1017,9818,60-69
403031067,403041071,467,4483,70-79
403031067,403041072,734,2358,40-49
403031067,403041072,371,14015,50-59
403031067,403041073,358,12042,18-29
403031067,403041073,1394,10569,30-39
403031067,403041073,259,12220,40-49
403031067,403041073,1443,10275,50-59
403031067,403041073,931,3852,60-69
403031067,403041074,1280,3593,18-29
403031067,403041074,945,14950,40-49
403031067,403041074,754,948,50-59
403031067,403041076,779,269,18-29
403031067,403041076,1095,5676,30-39
403031067,403041076,1071,8117,40-49
403031067,403041076,996,6794,50-59
403031067,403041076,669,4113,60-69
403031067,403041076,181,216,70-79
403031067,403041076,146,13796,80+
403031067,403041077,1379,4639,18-29
403031067,403041077,1442,6865,30-39
403031067,403041077,1509,8870,40-49
403031067,403041077,1223,7086,50-59
403031067,403041077,927,2062,60-69
403031067,403041077,283,13164,70-79
403031067,403041080,1058,1500,18-29
403031067,403041080,1231,6077,30-39
403031067,403041080,836,5688,40-49
403031067,403041080,1094,7012,50-59
403031067,403041080,374,14041,60-69
403031067,403041082,535,9418,30-39
403031067,403041082,597,8535,40-49
403031067,403041082,494,9025,50-59
403031067,403041083,1047,2822,18-29
403031067,403041083,1134,7777,30-39
403031067,403041083,1198,9382,40-49
403031067,403041083,934,8618,50-59
403031067,403041083,354,2857,60-69
403031067,403041084,1117,5572,18-29
403031067,403041084,19,9225,30-39
403031067,403041084,1251,10103,40-49
403031067,403041084,1447,11502,50-59
403031067,403041084,301,1552,60-69
403031067,403041085,808,1166,18-29
403031067,403041085,1207,5904,30-39
403031067,403041085,1005,5930,40-49
403031067,403041085,1387,2145,60-69
403031067,403041086,920,7251,30-39
403031067,403041086,463,4374,40-49
403031067,403041086,569,5239,50-59
403031067,403041087,1313,9860,18-29
403031067,403041087,1373,8547,30-39
403031067,403041087,1315,9328,40-49
403031067,403041087,1388,10819,50-59
403031067,403041087,953,2657,60-69
403031067,404011092,1001,346,18-29
403031067,404011092,1010,5479,30-39
403031067,404011092,874,7126,40-49
403031067,404011092,1029,3579,50-59
403031067,404011092,408,2042,60-69
403031067,404011093,1486,7773,18-29
403031067,404011093,1468,11488,30-39
403031067,404011093,1420,10862,40-49
403031067,404011093,1244,11406,50-59
403031067,404011093,724,4121,60-69
403031067,404011097,701,1973,30-39
403031067,404011097,935,8263,50-59
403031067,404011097,371,14413,60-69
403031067,404021101,1085,5410,30-39
403031067,404021101,866,2274,40-49
403031067,404021101,779,2855,50-59
403031067,404021102,692,3608,40-49
403031067,404031104,206,12178,18-29
403031067,404031104,363,14774,30-39
403031067,404031104,451,895,40-49
403031067,404031104,301,1332,50-59
403031067,404031104,1329,10969,60-69
403031067,404031104,559,5934,70-79
403031067,404031107,402,14014,18-29
403031067,404031107,456,3430,30-39
403031067,404031107,357,1784,40-49
403031067,404031107,241,1059,50-59
403031067,404031107,1372,12944,60-69
403031067,404031107,902,7930,70-79
403031067,404031108,272,14055,18-29
403031067,404031108,671,6605,30-39
403031067,404031108,740,6287,40-49
403031067,404031108,662,7313,50-59
403031067,404031108,1413,12976,60-69
403031067,404031108,632,7923,70-79
403031067,405021116,1250,13431,40-49
403031067,407011144,1201,8759,30-39
403031067,407011144,1322,8053,40-49
403031067,407011144,1207,7767,50-59
403031067,407011144,1085,7940,60-69
403031067,407011145,324,13996,50-59
403031067,407011146,213,13230,60-69
403031067,407011148,1124,6316,30-39
403031067,407011148,1118,7544,40-49
403031067,407011148,977,8073,50-59
403031067,407011148,775,4589,60-69
403031067,407011149,1254,5844,30-39
403031067,407011149,779,2502,50-59
403031067,407021154,801,1886,50-59
403031067,407031164,749,1184,60-69
403031067,407031165,768,1311,30-39
403031067,407031165,420,2666,60-69
403031068,401011001,1000,962,18-29
403031068,401011001,830,1014,30-39
403031068,401011001,732,1430,40-49
403031068,401011001,409,13939,50-59
403031068,401011001,1272,9112,60-69
403031068,401011001,1385,11846,70-79
403031068,401011001,126,1821,80+
403031068,401011002,508,12090,18-29
403031068,401011002,572,12878,30-39
403031068,401011002,726,14682,40-49
403031068,401011002,150,11427,50-59
403031068,401011002,1161,8875,60-69
403031068,401021004,123,12632,30-39
403031068,401021004,1455,10987,40-49
403031068,401021004,1035,7760,50-59
403031068,401021004,610,3787,60-69
403031068,401021005,1056,4376,40-49
403031068,401021005,684,2890,50-59
403031068,401021006,978,3695,30-39
403031068,401021006,928,4038,40-49
403031068,401021007,134,12064,18-29
403031068,401021007,1415,12773,30-39
403031068,401021007,1471,10948,40-49
403031068,401021007,1089,8094,50-59
403031068,401021007,535,3907,60-69
403031068,401031011,978,6135,18-29
403031068,401031011,880,7379,30-39
403031068,401031011,1052,7829,40-49
403031068,401031011,1348,8696,50-59
403031068,401031012,175,11706,18-29
403031068,401031012,349,13694,30-39
403031068,401031012,1427,11716,50-59
403031068,401031012,541,6458,60-69
403031068,401031013,586,1859,18-29
403031068,401031013,918,7652,30-39
403031068,401031013,835,7420,40-49
403031068,401031013,420,2791,50-59
403031068,401031013,33,14237,60-69
403031068,401031013,113,656,70-79
403031068,401041015,808,2379,18-29
403031068,401041015,537,3397,50-59
403031068,401041016,1195,5426,18-29
403031068,401041016,994,7270,30-39
403031068,401041016,1191,7807,40-49
403031068,401041016,849,5328,50-59
403031068,401041016,550,4587,60-69
403031068,401051017,657,14825,18-29
403031068,401051017,387,14751,30-39
403031068,401051017,432,1270,40-49
403031068,401051017,212,14056,50-59
403031068,401051017,1112,10044,60-69
403031068,401051018,1381,8644,18-29
403031068,401051018,1173,6840,30-39
403031068,401051018,1370,8587,40-49
403031068,401051018,814,7160,50-59
403031068,401051019,56,11852,18-29
403031068,401051019,1356,9821,30-39
403031068,401051019,1264,11027,40-49
403031068,401051019,955,8706,50-59
403031068,401051019,344,5511,60-69
403031068,401061020,894,2317,18-29
403031068,401061020,895,4692,40-49
403031068,401061020,559,7017,50-59
403031068,401061021,135,9911,18-29
403031068,401061021,1232,9362,30-39
403031068,401061021,1435,10308,40-49
403031068,401061021,1248,9648,50-59
403031068,401061021,359,2624,60-69
403031068,401061022,734,14493,18-29
403031068,401071023,1502,8375,18-29
403031068,401071023,54,11123,30-39
403031068,401071023,130,11979,40-49
403031068,401071023,1358,9981,50-59
403031068,401071023,892,6144,60-69
403031068,401071023,1229,12077,70-79
403031068,401071023,575,4943,80+
403031068,401071024,1219,6551,18-29
403031068,401071024,1460,11483,30-39
403031068,401071024,121,13646,40-49
403031068,401071024,1425,11915,50-59
403031068,401071024,1085,8145,60-69
403031068,401071024,25,13368,70-79
403031068,401071024,140,12145,80+
403031068,402021030,1105,3856,30-39
403031068,402031036,373,14703,18-29
403031068,402031036,268,1142,30-39
403031068,402031036,401,5629,40-49
403031068,402031036,206,1252,50-59
403031068,402031036,1087,10471,60-69
403031068,402031037,880,14187,18-29
403031068,402031038,1041,5482,18-29
403031068,402031038,996,3469,30-39
403031068,402031038,828,4918,40-49
403031068,402031038,510,2428,50-59
403031068,402041046,1058,7790,30-39
403031068,402041171,1139,593,30-39
403031068,402051049,1459,13944,18-29
403031068,402051052,1284,7485,18-29
403031068,402051052,1143,5619,30-39
403031068,402051052,1360,9951,40-49
403031068,403011056,335,11596,18-29
403031068,403011056,176,11998,30-39
403031068,403011056,158,12389,40-49
403031068,403011056,96,11469,50-59
403031068,403011056,1467,10024,60-69
403031068,403011057,1030,2145,18-29
403031068,403011057,811,2905,30-39
403031068,403011057,853,4081,40-49
403031068,403011057,754,2970,50-59
403031068,403011057,38,12682,60-69
403031068,403011057,508,4167,70-79
403031068,403021058,329,13416,18-29
403031068,403021058,454,634,30-39
403031068,403021058,551,2141,40-49
403031068,403021058,427,1823,50-59
403031068,403021058,47,12980,60-69
403031068,403021058,703,5178,70-79
403031068,403021058,46,11802,80+
403031068,403021059,985,800,18-29
403031068,403021059,397,13435,50-59
403031068,403021061,913,5216,18-29
403031068,403021061,890,7217,30-39
403031068,403021061,1048,10800,40-49
403031068,403021061,884,9966,50-59
403031068,403021061,365,5935,60-69
403031068,403021061,906,12255,70-79
403031068,403021061,1269,13632,80+
403031068,403021062,364,12877,18-29
403031068,403021062,344,13593,30-39
403031068,403021062,442,936,40-49
403031068,403021062,167,13666,50-59
403031068,403021062,1204,8391,60-69
403031068,403021064,1496,10033,18-29
403031068,403021064,1464,10750,30-39
403031068,403021064,11,11930,40-49
403031068,403021064,1098,8537,50-59
403031068,403021064,720,4054,60-69
403031068,403021064,1125,8317,70-79
403031068,403021064,1219,10696,80+
403031068,403031065,928,5238,40-49
403031068,403031066,480,7499,18-29
403031068,403031066,348,7260,30-39
403031068,403031066,207,7580,40-49
403031068,403031066,1477,4542,50-59
403031068,403031067,288,11704,18-29
403031068,403031067,1294,8732,30-39
403031068,403031067,1466,11020,40-49
403031068,403031067,1203,6937,50-59
403031068,403031067,1072,6367,60-69
403031068,403031067,121,13941,70-79
403031068,403031068,912,2105,18-29
403031068,403031068,1151,6932,30-39
403031068,403031068,1286,9259,40-49
403031068,403031068,1060,7227,50-59
403031068,403031068,597,2018,60-69
403031068,403031068,1306,10857,70-79
403031068,403031068,356,5641,80+
403031068,403031069,1513,8566,18-29
403031068,403031069,372,14125,30-39
403031068,403031069,704,2591,40-49
403031068,403031069,487,713,50-59
403031068,403031069,72,12190,60-69
403031068,403031069,651,5512,70-79
403031068,403031069,925,8165,80+
403031068,403031070,1270,7224,18-29
403031068,403031070,1331,10991,30-39
403031068,403031070,41,13698,40-49
403031068,403031070,1420,12379,50-59
403031068,403031070,1056,7673,60-69
403031068,403031070,1490,12132,70-79
403031068,403041071,1125,10994,18-29
403031068,403041071,566,4740,30-39
403031068,403041071,1014,9763,40-49
403031068,403041071,681,8979,50-59
403031068,403041071,269,1853,60-69
403031068,403041072,1332,7738,18-29
403031068,403041072,818,2825,40-49
403031068,403041072,537,3181,50-59
403031068,403041073,123,10623,18-29
403031068,403041073,1474,10161,30-39
403031068,403041073,1485,7902,40-49
403031068,403041073,652,2615,50-59
403031068,403041074,1185,2610,18-29
403031068,403041074,305,14636,50-59
403031068,403041076,517,2915,40-49
403031068,403041077,960,409,18-29
403031068,403041077,894,14527,30-39
403031068,403041077,934,1440,40-49
403031068,403041083,1159,6628,18-29
403031068,403041083,1033,7328,30-39
403031068,403041083,920,5903,40-49
403031068,403041083,865,7983,50-59
403031068,403041084,1083,5127,18-29
403031068,403041084,1039,7112,30-39
403031068,403041084,985,4119,40-49
403031068,403041085,953,2191,18-29
403031068,403041085,808,2518,30-39
403031068,403041087,1464,9260,18-29
403031068,403041087,1351,8610,30-39
403031068,403041087,1004,6653,40-49
403031068,403041087,958,7830,50-59
403031068,404011090,1087,583,18-29
403031068,404011090,842,14480,30-39
403031068,404011090,873,1796,40-49
403031068,404011091,1459,9873,18-29
403031068,404011091,886,8163,30-39
403031068,404011091,722,2688,40-49
403031068,404011091,959,5220,50-59
403031068,404011092,138,8927,18-29
403031068,404011092,1306,7775,30-39
403031068,404011092,1281,10256,40-49
403031068,404011092,1086,5915,50-59
403031068,404011092,531,2434,60-69
403031068,404011093,466,12669,18-29
403031068,404011093,342,411,30-39
403031068,404011093,422,549,40-49
403031068,404011093,259,847,50-59
403031068,404011093,1212,8907,60-69
403031068,404011093,16,14734,70-79
403031068,404011096,214,9136,18-29
403031068,404011096,955,4543,30-39
403031068,404011096,1205,6616,40-49
403031068,404011097,1223,6474,18-29
403031068,404011097,1081,6467,30-39
403031068,404011097,1172,9900,40-49
403031068,404011097,907,7997,50-59
403031068,404021099,916,14790,18-29
403031068,404021099,846,14385,30-39
403031068,404021099,779,2836,40-49
403031068,404021100,537,4980,18-29
403031068,404021101,1277,4392,18-29
403031068,404021101,1156,5836,30-39
403031068,404021101,1317,6389,40-49
403031068,404021101,1196,5078,50-59
403031068,404021102,812,5779,18-29
403031068,404021102,1085,8917,30-39
403031068,404021102,1377,10270,40-49
403031068,404021102,941,10159,50-59
403031068,404031104,658,789,18-29
403031068,404031104,700,3667,30-39
403031068,404031104,882,4648,40-49
403031068,404031104,489,887,50-59
403031068,404031104,1432,10896,60-69
403031068,404031106,1237,2409,18-29
403031068,404031106,759,902,30-39
403031068,404031106,978,3740,40-49
403031068,404031106,779,4618,50-59
403031068,404031107,1368,8592,18-29
403031068,404031107,1402,11005,30-39
403031068,404031107,1375,10909,40-49
403031068,404031107,1076,9120,50-59
403031068,404031107,554,6015,60-69
403031068,404031107,1266,12498,70-79
403031068,404031107,168,4976,80+
403031068,404031108,1190,8152,18-29
403031068,404031108,1209,10421,30-39
403031068,404031108,1279,11247,40-49
403031068,404031108,982,9343,50-59
403031068,404031108,414,3159,60-69
403031068,404031108,775,7647,70-79
403031068,404031109,848,2797,40-49
403031068,404031109,692,14576,50-59
403031068,404031109,522,12722,60-69
403031068,405031122,949,4523,40-49
403031068,405031122,632,13414,50-59
403031068,405041127,589,2356,30-39
403031068,405041127,717,4478,50-59
403031068,406011136,1045,3129,18-29
403031068,406011136,1013,6150,40-49
403031068,406021141,797,447,50-59
403031068,406021142,868,5652,30-39
403031068,407011144,996,561,18-29
403031068,407011144,1195,6094,30-39
403031068,407011144,64,10895,40-49
403031068,407011144,1371,8004,50-59
403031068,407011144,450,1252,60-69
403031068,407011148,923,1561,18-29
403031068,407011148,1387,10064,30-39
403031068,407011148,1452,10618,40-49
403031068,407011148,1216,8940,50-59
403031068,407011148,442,5281,60-69
403031068,407011149,1087,208,18-29
403031068,407011149,1110,3558,30-39
403031068,407011149,1042,5222,40-49
403031068,407011149,973,3495,50-59
403031068,407021157,1361,7794,18-29
403031068,407021157,173,11361,40-49
403031068,407031160,862,5577,40-49
403031068,407031165,1333,9892,60-69
403031068,407031169,626,13636,40-49
403031069,401011001,922,711,18-29
403031069,401011001,742,482,30-39
403031069,401011001,804,2998,40-49
403031069,401011001,723,2578,50-59
403031069,401011001,125,13941,60-69
403031069,401011001,729,6215,70-79
403031069,401011001,1017,9777,80+
403031069,401011002,469,11571,18-29
403031069,401011002,602,13166,30-39
403031069,401011002,484,12799,40-49
403031069,401011002,542,14417,50-59
403031069,401011002,140,12709,60-69
403031069,401011002,435,14914,70-79
403031069,401011002,1089,13450,80+
403031069,401021004,46,9613,18-29
403031069,401021004,41,11064,30-39
403031069,401021004,90,13747,40-49
403031069,401021004,32,12984,50-59
403031069,401021004,1345,1583,60-69
403031069,401021004,957,6896,70-79
403031069,401021005,1089,2455,18-29
403031069,401021005,874,2600,30-39
403031069,401021005,1013,14459,40-49
403031069,401021005,799,3743,50-59
403031069,401021006,974,194,18-29
403031069,401021006,939,5342,30-39
403031069,401021006,1105,8798,40-49
403031069,401021006,1440,11091,50-59
403031069,401021006,498,1488,60-69
403031069,401021007,1397,10926,18-29
403031069,401021007,1403,10813,30-39
403031069,401021007,1499,12343,40-49
403031069,401021007,1484,12732,50-59
403031069,401021007,1017,9576,60-69
403031069,401021007,541,3916,70-79
403031069,401031011,1375,6780,18-29
403031069,401031011,1132,9575,30-39
403031069,401031011,1436,12181,40-49
403031069,401031011,1427,11973,50-59
403031069,401031011,1203,10088,60-69
403031069,401031011,371,2176,70-79
403031069,401031012,894,1539,18-29
403031069,401031012,1006,6578,30-39
403031069,401031012,1278,10710,40-49
403031069,401031012,1128,9915,50-59
403031069,401031012,958,7331,60-69
403031069,401031012,400,587,70-79
403031069,401031012,1041,6884,80+
403031069,401031013,967,5335,18-29
403031069,401031013,1208,10756,30-39
403031069,401031013,1342,11870,40-49
403031069,401031013,1284,11995,50-59
403031069,401031013,1094,10838,60-69
403031069,401031013,371,1536,70-79
403031069,401031013,972,12904,80+
403031069,401041015,660,483,18-29
403031069,401041015,619,2337,30-39
403031069,401041015,1164,8538,40-49
403031069,401041015,818,5320,50-59
403031069,401041015,336,5694,60-69
403031069,401041016,1225,5352,18-29
403031069,401041016,1103,8310,30-39
403031069,401041016,1235,12063,40-49
403031069,401041016,1365,12253,50-59
403031069,401041016,925,8874,60-69
403031069,401041016,1488,3562,70-79
403031069,401051017,986,2781,18-29
403031069,401051017,563,1639,30-39
403031069,401051017,935,6228,40-49
403031069,401051017,849,5482,50-59
403031069,401051017,351,2503,60-69
403031069,401051017,1417,11723,70-79
403031069,401051018,28,10490,18-29
403031069,401051018,1422,11115,30-39
403031069,401051018,284,14389,40-49
403031069,401051018,1374,11140,50-59
403031069,401051018,1209,9567,60-69
403031069,401051018,344,13471,70-79
403031069,401051019,294,12203,18-29
403031069,401051019,27,13361,40-49
403031069,401051019,55,14394,50-59
403031069,401051019,1297,14138,60-69
403031069,401051019,764,7047,70-79
403031069,401061020,643,14737,18-29
403031069,401061020,920,7999,30-39
403031069,401061020,1035,9040,40-49
403031069,401061020,745,9136,50-59
403031069,401061020,508,8602,60-69
403031069,401061021,1476,9844,18-29
403031069,401061021,1245,9899,30-39
403031069,401061021,1410,9621,40-49
403031069,401061021,1178,11604,50-59
403031069,401061021,891,7454,60-69
403031069,401061022,997,4657,18-29
403031069,401061022,591,6805,50-59
403031069,401071023,1202,5032,18-29
403031069,401071023,1226,8194,30-39
403031069,401071023,1424,10591,40-49
403031069,401071023,1185,9863,50-59
403031069,401071023,816,6501,60-69
403031069,401071023,1358,14844,70-79
403031069,401071023,371,3022,80+
403031069,401071024,47,9911,18-29
403031069,401071024,200,13249,30-39
403031069,401071024,600,2326,40-49
403031069,401071024,487,2297,50-59
403031069,401071024,1154,9080,70-79
403031069,401071024,152,14843,80+
403031069,402021030,734,12888,18-29
403031069,402021030,639,3875,40-49
403031069,402031036,131,12718,18-29
403031069,402031036,334,3483,30-39
403031069,402031036,505,6144,40-49
403031069,402031036,218,2497,50-59
403031069,402031036,1400,14780,60-69
403031069,402031036,537,8526,70-79
403031069,402031037,770,14737,18-29
403031069,402031038,1107,4515,18-29
403031069,402031038,941,11277,30-39
403031069,402031038,1254,11184,40-49
403031069,402031038,619,7477,50-59
403031069,402041046,517,5741,50-59
403031069,402041171,912,13967,18-29
403031069,402041171,435,5177,40-49
403031069,402041172,311,3169,40-49
403031069,402051049,1254,7314,18-29
403031069,402051052,1098,4991,18-29
403031069,402051052,1219,5673,30-39
403031069,403011056,1430,7092,18-29
403031069,403011056,1315,8849,30-39
403031069,403011056,142,11298,40-49
403031069,403011056,1405,10034,50-59
403031069,403011056,1216,8660,60-69
403031069,403011056,191,13313,70-79
403031069,403011057,745,13824,18-29
403031069,403011057,421,13426,30-39
403031069,403011057,378,426,40-49
403031069,403011057,312,14725,50-59
403031069,403011057,355,394,60-69
403031069,403011057,897,7506,70-79
403031069,403021058,967,4405,18-29
403031069,403021058,1159,9444,30-39
403031069,403021058,1301,11548,40-49
403031069,403021058,1275,10850,50-59
403031069,403021058,1037,9116,60-69
403031069,403021058,319,489,70-79
403031069,403021058,797,4555,80+
403031069,403021060,485,3798,50-59
403031069,403021061,373,14320,18-29
403031069,403021061,315,4859,30-39
403031069,403021061,579,8428,40-49
403031069,403021061,414,7871,50-59
403031069,403021061,211,6266,60-69
403031069,403021061,1085,13960,70-79
403031069,403021061,173,7644,80+
403031069,403021062,1341,5946,18-29
403031069,403021062,1174,8226,30-39
403031069,403021062,47,12733,40-49
403031069,403021062,1265,12550,50-59
403031069,403021062,1016,11438,60-69
403031069,403021064,1172,6268,18-29
403031069,403021064,1200,8675,30-39
403031069,403021064,1183,9242,40-49
403031069,403021064,966,7237,50-59
403031069,403021064,780,6496,60-69
403031069,403021064,1365,11454,70-79
403031069,403031065,1039,3569,18-29
403031069,403031065,983,4921,30-39
403031069,403031065,1158,7980,40-49
403031069,403031065,1057,7899,50-59
403031069,403031065,959,6885,60-69
403031069,403031065,1341,11386,70-79
403031069,403031066,344,6522,18-29
403031069,403031066,42,2815,30-39
403031069,403031066,330,4839,40-49
403031069,403031066,119,7457,50-59
403031069,403031066,784,224,60-69
403031069,403031067,176,10116,18-29
403031069,403031067,287,13132,30-39
403031069,403031067,371,14617,40-49
403031069,403031067,63,11329,50-59
403031069,403031067,1443,10894,60-69
403031069,403031067,666,3864,70-79
403031069,403031068,1449,9387,18-29
403031069,403031068,89,12658,30-39
403031069,403031068,201,14192,50-59
403031069,403031068,1435,11815,60-69
403031069,403031068,608,4871,70-79
403031069,403031068,1316,13195,80+
403031069,403031069,722,14781,18-29
403031069,403031069,1063,5102,30-39
403031069,403031069,1333,9262,40-49
403031069,403031069,1325,9638,50-59
403031069,403031069,1210,8212,60-69
403031069,403031069,1227,9858,80+
403031069,403031070,723,1381,18-29
403031069,403031070,807,5871,30-39
403031069,403031070,1148,9507,40-49
403031069,403031070,1188,9557,50-59
403031069,403031070,830,6766,60-69
403031069,403031070,1497,11898,70-79
403031069,403031070,408,5359,80+
403031069,403041071,808,6991,40-49
403031069,403041071,739,10739,50-59
403031069,403041072,643,2458,40-49
403031069,403041072,1085,6517,50-59
403031069,403041072,963,5534,60-69
403031069,403041073,1147,2573,18-29
403031069,403041073,1037,3343,30-39
403031069,403041073,1345,7600,40-49
403031069,403041073,1152,7480,50-59
403031069,403041073,553,3352,60-69
403031069,403041076,547,3090,60-69
403031069,403041083,1206,8484,18-29
403031069,403041083,799,6412,30-39
403031069,403041083,1013,10727,40-49
403031069,403041083,1333,11230,50-59
403031069,403041083,741,5904,60-69
403031069,403041084,1122,8699,40-49
403031069,403041085,848,537,40-49
403031069,403041087,931,3118,18-29
403031069,403041087,883,3858,30-39
403031069,403041087,1064,4714,40-49
403031069,403041087,1089,8245,50-59
403031069,403041087,1287,10092,60-69
403031069,404011090,1041,1868,30-39
403031069,404011090,876,3503,40-49
403031069,404011091,1134,3406,18-29
403031069,404011091,350,13540,30-39
403031069,404011091,626,4468,50-59
403031069,404011091,269,473,60-69
403031069,404011092,1396,4896,18-29
403031069,404011092,777,3650,30-39
403031069,404011092,997,6265,40-49
403031069,404011092,1251,5855,50-59
403031069,404011092,1103,8123,60-69
403031069,404011093,443,12287,18-29
403031069,404011093,112,12154,30-39
403031069,404011093,189,14954,50-59
403031069,404011093,1345,12694,60-69
403031069,404011093,808,7974,70-79
403031069,404011095,775,13036,18-29
403031069,404011096,1486,8096,18-29
403031069,404011096,912,4876,40-49
403031069,404011097,1420,6946,18-29
403031069,404011097,1013,4760,30-39
403031069,404011097,1251,10047,40-49
403031069,404011097,906,8389,50-59
403031069,404011097,630,11103,60-69
403031069,404021099,812,4440,18-29
403031069,404021100,319,8034,18-29
403031069,404021100,1173,13622,30-39
403031069,404021101,1110,1705,18-29
403031069,404021101,1195,6790,30-39
403031069,404021101,939,5262,40-49
403031069,404021101,1097,6827,50-59
403031069,404021101,646,5848,60-69
403031069,404021102,556,13057,18-29
403031069,404021102,481,6815,30-39
403031069,404021102,953,6617,40-49
403031069,404021102,862,12547,50-59
403031069,404021102,761,8341,60-69
403031069,404031104,488,13972,18-29
403031069,404031104,558,1722,30-39
403031069,404031104,749,4761,40-49
403031069,404031104,631,3116,50-59
403031069,404031104,173,13202,60-69
403031069,404031104,951,5274,70-79
403031069,404031106,912,13415,18-29
403031069,404031106,347,14654,50-59
403031069,404031106,478,1818,60-69
403031069,404031107,921,3700,18-29
403031069,404031107,940,6914,30-39
403031069,404031107,1116,10359,40-49
403031069,404031107,1001,9258,50-59
403031069,404031107,622,6330,60-69
403031069,404031107,1280,12952,70-79
403031069,404031107,371,3722,80+
403031069,404031108,876,5075,18-29
403031069,404031108,815,7246,30-39
403031069,404031108,1201,12193,40-49
403031069,404031108,1082,11558,50-59
403031069,404031108,668,8557,60-69
403031069,404031108,1318,12891,70-79
403031069,405011115,671,4706,50-59
403031069,405021116,196,13475,50-59
403031069,405021118,408,437,50-59
403031069,405031122,754,3567,18-29
403031069,405031122,689,13531,50-59
403031069,405031122,371,12144,60-69
403031069,405041127,424,404,50-59
403031069,406011133,294,1819,50-59
403031069,406011133,478,4109,60-69
403031069,406021142,613,935,18-29
403031069,407011144,1290,8191,18-29
403031069,407011144,1124,5781,30-39
403031069,407011144,53,11760,40-49
403031069,407011144,287,13805,50-59
403031069,407011144,44,11204,60-69
403031069,407011144,1001,6219,70-79
403031069,407011145,866,5096,30-39
403031069,407011145,836,4584,60-69
403031069,407011147,779,2166,60-69
403031069,407011148,1391,7687,18-29
403031069,407011148,1181,5919,30-39
403031069,407011148,1467,11379,40-49
403031069,407011148,1496,11874,50-59
403031069,407011148,202,13174,60-69
403031069,407011148,652,3722,70-79
403031069,407011149,1402,8207,40-49
403031069,407011149,1317,9045,50-59
403031069,407011149,1154,4363,60-69
403031069,407021151,481,1892,60-69
403031069,407021151,566,2932,70-79
403031069,407031165,1182,5852,50-59
403031069,407031165,1208,6063,60-69
403031069,407031169,347,12309,60-69
403031070,401011001,129,9310,18-29
403031070,401011001,1468,7748,30-39
403031070,401011001,1318,6746,40-49
403031070,401011001,1048,5295,50-59
403031070,401011001,540,1006,60-69
403031070,401011001,1358,12775,70-79
403031070,401011001,1387,11727,80+
403031070,401011002,1338,5713,18-29
403031070,401011002,1344,5398,30-39
403031070,401011002,1186,4863,40-49
403031070,401011002,980,2709,50-59
403031070,401011002,572,6043,60-69
403031070,401021006,442,3633,50-59
403031070,401021007,1407,7824,18-29
403031070,401021007,613,5314,30-39
403031070,401031012,1306,5294,18-29
403031070,401031012,934,6478,30-39
403031070,401031012,902,1309,50-59
403031070,401031013,1490,11603,18-29
403031070,401031013,1309,9901,30-39
403031070,401031013,1489,13943,40-49
403031070,401031013,1182,10389,50-59
403031070,401031013,868,7594,60-69
403031070,401031013,254,2541,70-79
403031070,401051017,1432,8097,18-29
403031070,401051017,1337,8785,30-39
403031070,401051017,1019,6513,40-49
403031070,401051017,350,2205,60-69
403031070,401051018,983,2727,18-29
403031070,401051019,942,3381,18-29
403031070,401051019,626,777,30-39
403031070,401051019,541,5408,40-49
403031070,401061021,1130,1894,18-29
403031070,401061021,775,1259,30-39
403031070,401071023,649,13329,18-29
403031070,401071023,405,13555,30-39
403031070,401071023,347,14477,40-49
403031070,401071023,111,12386,50-59
403031070,401071023,1144,9304,60-69
403031070,401071023,491,1374,70-79
403031070,401071024,347,13402,18-29
403031070,401071024,222,14122,30-39
403031070,401071024,479,738,40-49
403031070,401071024,476,14923,50-59
403031070,401071024,222,14685,60-69
403031070,401071024,1228,10295,70-79
403031070,402031036,1510,12062,18-29
403031070,402031036,1377,12779,30-39
403031070,402031036,1374,12851,40-49
403031070,402031036,1230,11126,50-59
403031070,402031036,669,7173,60-69
403031070,402051049,1119,6543,18-29
403031070,403011056,1249,5899,18-29
403031070,403011056,1144,5866,30-39
403031070,403011056,865,2555,40-49
403031070,403011056,1017,5284,50-59
403031070,403011056,1031,6173,60-69
403031070,403011057,260,11885,18-29
403031070,403011057,125,11394,30-39
403031070,403011057,1383,10710,40-49
403031070,403011057,1485,10696,50-59
403031070,403011057,1165,9992,60-69
403031070,403011057,724,7156,70-79
403031070,403021058,1104,6600,18-29
403031070,403021058,1152,8740,30-39
403031070,403021058,1177,8752,40-49
403031070,403021058,1067,8916,50-59
403031070,403021058,991,6897,60-69
403031070,403021058,793,5181,80+
403031070,403021061,421,1507,18-29
403031070,403021061,667,3652,30-39
