source_sa2,target_sa2,count,amount,mcc
403041076,402031036,2108,3224,Auto and Transportation
403041076,402031036,5620,1819,Dining Sports and Entertainment
403041076,402031036,2930,8190,Luxury and Speciality Stores
403041076,403011056,2771,3319,Auto and Transportation
403041076,403011056,6208,5759,Dining Sports and Entertainment
403041076,403011056,338,8084,Retail Food Grocery and Supermarkets
403041076,403011057,1484,10608,Dining Sports and Entertainment
403041076,403011057,2393,2200,Luxury and Speciality Stores
403041076,403011057,346,6282,Medical and Personal Care
403041076,403011057,5441,5440,Retail Food Grocery and Supermarkets
403041076,403021058,699,12943,Apparel Discount and Department Stores
403041076,403021058,5474,11742,Auto and Transportation
403041076,403021058,5471,2037,Dining Sports and Entertainment
403041076,403021058,1493,4604,Hardware Supplies and Homewares
403041076,403021058,5730,7859,Retail Food Grocery and Supermarkets
403041076,403021059,2760,2740,Apparel Discount and Department Stores
403041076,403021059,4742,5887,Retail Food Grocery and Supermarkets
403041076,403021061,658,5119,Apparel Discount and Department Stores
403041076,403021061,5719,12129,Auto and Transportation
403041076,403021061,5197,499,Dining Sports and Entertainment
403041076,403021061,3804,3069,Hardware Supplies and Homewares
403041076,403021061,433,14090,Luxury and Speciality Stores
403041076,403021061,2720,9783,Medical and Personal Care
403041076,403021061,5107,2864,Retail Food Grocery and Supermarkets
403041076,403021061,4363,6003,Travel Accommodation and Rentals
403041076,403021062,3012,14823,Apparel Discount and Department Stores
403041076,403021062,4453,2377,Dining Sports and Entertainment
403041076,403021062,3987,13388,Retail Food Grocery and Supermarkets
403041076,403021064,6119,11572,Apparel Discount and Department Stores
403041076,403021064,4211,13859,Dining Sports and Entertainment
403041076,403021064,2164,3639,Hardware Supplies and Homewares
403041076,403021064,3082,5619,Luxury and Speciality Stores
403041076,403021064,1408,6349,Medical and Personal Care
403041076,403021064,5787,11556,Personal Services
403041076,403021064,3378,3080,Retail Food Grocery and Supermarkets
403041076,403031065,1128,11705,Auto and Transportation
403041076,403031065,1196,4944,Medical and Personal Care
403041076,403031065,1661,4007,Personal Services
403041076,403031065,661,10854,Retail Food Grocery and Supermarkets
403041076,403031066,2841,14657,Auto and Transportation
403041076,403031066,539,1861,Dining Sports and Entertainment
403041076,403031066,3511,12631,Luxury and Speciality Stores
403041076,403031067,970,13993,Apparel Discount and Department Stores
403041076,403031067,4465,7268,Auto and Transportation
403041076,403031067,134,7458,Dining Sports and Entertainment
403041076,403031067,3598,3609,Hardware Supplies and Homewares
403041076,403031067,5723,8342,Luxury and Speciality Stores
403041076,403031067,1354,3596,Medical and Personal Care
403041076,403031067,2224,3669,Personal Services
403041076,403031067,4912,11704,Professional Services
403041076,403031067,3537,3374,Retail Food Grocery and Supermarkets
403041076,403031067,1088,3062,Trades and Light Manufacturing
403041076,403031068,5898,11962,Apparel Discount and Department Stores
403041076,403031068,2842,9505,Auto and Transportation
403041076,403031068,1065,6818,Dining Sports and Entertainment
403041076,403031068,5185,11816,Hardware Supplies and Homewares
403041076,403031068,5822,14150,Luxury and Speciality Stores
403041076,403031068,2462,8325,Medical and Personal Care
403041076,403031068,5580,7454,Retail Food Grocery and Supermarkets
403041076,403031069,4322,5122,Apparel Discount and Department Stores
403041076,403031069,5987,11982,Auto and Transportation
403041076,403031069,1691,10760,Dining Sports and Entertainment
403041076,403031069,4840,7854,Luxury and Speciality Stores
403041076,403031069,1344,5631,Medical and Personal Care
403041076,403031069,1957,9619,Personal Services
403041076,403031069,2620,2495,Retail Food Grocery and Supermarkets
403041076,403031070,6049,13106,Auto and Transportation
403041076,403031070,3740,10395,Hardware Supplies and Homewares
403041076,403031070,1827,3312,Retail Food Grocery and Supermarkets
403041076,403041071,842,13680,Apparel Discount and Department Stores
403041076,403041071,6191,10508,Auto and Transportation
403041076,403041071,758,8635,Dining Sports and Entertainment
403041076,403041071,5256,7424,Luxury and Speciality Stores
403041076,403041071,2873,7108,Medical and Personal Care
403041076,403041071,3367,5195,Retail Food Grocery and Supermarkets
403041076,403041073,5280,9229,Apparel Discount and Department Stores
403041076,403041073,5515,354,Dining Sports and Entertainment
403041076,403041073,3554,9892,Hardware Supplies and Homewares
403041076,403041073,3469,5406,Luxury and Speciality Stores
403041076,403041073,4992,8209,Retail Food Grocery and Supermarkets
403041076,403041074,4063,244,Dining Sports and Entertainment
403041076,403041076,3653,7347,Apparel Discount and Department Stores
403041076,403041076,2768,13753,Dining Sports and Entertainment
403041076,403041076,5068,10613,Hardware Supplies and Homewares
403041076,403041076,4688,4329,Luxury and Speciality Stores
403041076,403041076,4490,9333,Medical and Personal Care
403041076,403041076,4758,11534,Personal Services
403041076,403041076,1286,3825,Professional Services
403041076,403041076,697,9186,Retail Food Grocery and Supermarkets
403041076,403041077,3811,5457,Auto and Transportation
403041076,403041077,333,4797,Dining Sports and Entertainment
403041076,403041077,3076,860,Retail Food Grocery and Supermarkets
403041076,403041080,5410,3717,Dining Sports and Entertainment
403041076,403041080,5456,8039,Retail Food Grocery and Supermarkets
403041076,403041083,2404,4298,Dining Sports and Entertainment
403041076,403041083,3847,6391,Retail Food Grocery and Supermarkets
403041076,403041084,4016,14946,Dining Sports and Entertainment
403041076,403041084,3562,2808,Retail Food Grocery and Supermarkets
403041076,403041085,3923,6084,Apparel Discount and Department Stores
403041076,403041085,3870,11684,Dining Sports and Entertainment
403041076,403041085,2295,14696,Retail Food Grocery and Supermarkets
403041076,403041086,3554,6292,Auto and Transportation
403041076,403041087,4986,7949,Auto and Transportation
403041076,403041087,1887,4017,Hardware Supplies and Homewares
403041076,403041087,3894,5215,Retail Food Grocery and Supermarkets
403041076,404011093,5693,4191,Dining Sports and Entertainment
403041076,404011093,3987,2882,Retail Food Grocery and Supermarkets
403041076,404031104,3894,7230,Apparel Discount and Department Stores
403041076,404031104,4610,3091,Auto and Transportation
403041076,404031104,4702,13645,Dining Sports and Entertainment
403041076,404031104,5353,12877,Hardware Supplies and Homewares
403041076,404031104,3713,4074,Luxury and Speciality Stores
403041076,404031104,1929,10805,Travel Accommodation and Rentals
403041076,404031107,5829,10459,Apparel Discount and Department Stores
403041076,404031107,6218,10399,Auto and Transportation
403041076,404031107,199,4119,Dining Sports and Entertainment
403041076,404031107,2196,885,Luxury and Speciality Stores
403041076,404031108,2346,7901,Apparel Discount and Department Stores
403041076,404031108,3804,6991,Auto and Transportation
403041076,404031108,374,5803,Dining Sports and Entertainment
403041076,404031108,5299,13274,Hardware Supplies and Homewares
403041076,404031108,3019,7569,Luxury and Speciality Stores
403041076,404031108,641,8620,Retail Food Grocery and Supermarkets
403041076,407011144,2474,13817,Dining Sports and Entertainment
403041076,407011144,3086,2459,Retail Food Grocery and Supermarkets
403041076,407011148,3680,12945,Dining Sports and Entertainment
403041076,407011148,4884,4700,Retail Food Grocery and Supermarkets
403041076,407011149,2802,13474,Retail Food Grocery and Supermarkets
403041077,401011001,4563,7315,Apparel Discount and Department Stores
403041077,401011001,5574,4098,Auto and Transportation
403041077,401011001,2322,10967,Dining Sports and Entertainment
403041077,401011001,2039,9636,Hardware Supplies and Homewares
403041077,401011001,3805,9257,Luxury and Speciality Stores
403041077,401011001,5778,3181,Medical and Personal Care
403041077,401011001,3758,1585,Personal Services
403041077,401011001,2082,10245,Professional Services
403041077,401011001,5653,4416,Retail Food Grocery and Supermarkets
403041077,401011001,1028,12921,Travel Accommodation and Rentals
403041077,401011002,2384,11282,Dining Sports and Entertainment
403041077,401011002,3831,1806,Retail Food Grocery and Supermarkets
403041077,401021004,5780,9058,Auto and Transportation
403041077,401021004,6172,8429,Dining Sports and Entertainment
403041077,401021004,4907,3877,Retail Food Grocery and Supermarkets
403041077,401021005,4483,4812,Dining Sports and Entertainment
403041077,401021006,4084,2048,Retail Food Grocery and Supermarkets
403041077,401021007,5073,7061,Apparel Discount and Department Stores
403041077,401021007,5182,8112,Auto and Transportation
403041077,401021007,6204,4717,Dining Sports and Entertainment
403041077,401021007,3554,7650,Hardware Supplies and Homewares
403041077,401021007,2549,3420,Luxury and Speciality Stores
403041077,401021007,396,10710,Retail Food Grocery and Supermarkets
403041077,401021008,3349,10173,Retail Food Grocery and Supermarkets
403041077,401031012,3948,7991,Auto and Transportation
403041077,401031012,4592,2290,Dining Sports and Entertainment
403041077,401031012,5833,9554,Retail Food Grocery and Supermarkets
403041077,401031013,174,13549,Apparel Discount and Department Stores
403041077,401031013,586,7168,Dining Sports and Entertainment
403041077,401031013,3531,7787,Luxury and Speciality Stores
403041077,401031013,3857,13206,Medical and Personal Care
403041077,401031013,5678,6480,Retail Food Grocery and Supermarkets
403041077,401041016,1690,4447,Auto and Transportation
403041077,401041016,3377,12661,Dining Sports and Entertainment
403041077,401041016,2940,13278,Retail Food Grocery and Supermarkets
403041077,401051017,2809,3225,Auto and Transportation
403041077,401051017,1549,9854,Dining Sports and Entertainment
403041077,401051017,3324,6656,Hardware Supplies and Homewares
403041077,401051017,3332,7549,Luxury and Speciality Stores
403041077,401051017,1344,7541,Medical and Personal Care
403041077,401051017,4166,4931,Travel Accommodation and Rentals
403041077,401051018,2285,1085,Apparel Discount and Department Stores
403041077,401051018,3791,13728,Dining Sports and Entertainment
403041077,401051018,1856,14972,Retail Food Grocery and Supermarkets
403041077,401051019,3451,3033,Apparel Discount and Department Stores
403041077,401051019,3971,5178,Auto and Transportation
403041077,401051019,3769,4352,Retail Food Grocery and Supermarkets
403041077,401061021,2011,1367,Apparel Discount and Department Stores
403041077,401061021,2223,2488,Auto and Transportation
403041077,401061021,3071,14351,Dining Sports and Entertainment
403041077,401061021,2416,14097,Retail Food Grocery and Supermarkets
403041077,401071023,6094,11551,Auto and Transportation
403041077,401071023,3322,14082,Dining Sports and Entertainment
403041077,401071023,3241,7682,Luxury and Speciality Stores
403041077,401071023,1519,8807,Medical and Personal Care
403041077,401071023,637,9421,Retail Food Grocery and Supermarkets
403041077,401071024,4309,8866,Apparel Discount and Department Stores
403041077,401071024,5088,9876,Auto and Transportation
403041077,401071024,1472,10941,Dining Sports and Entertainment
403041077,401071024,3499,10318,Medical and Personal Care
403041077,401071024,2404,7364,Personal Services
403041077,401071024,712,11016,Retail Food Grocery and Supermarkets
403041077,402031036,4016,4591,Apparel Discount and Department Stores
403041077,402031036,5430,10991,Auto and Transportation
403041077,402031036,5301,1555,Dining Sports and Entertainment
403041077,402031036,929,5280,Luxury and Speciality Stores
403041077,402031036,4408,6691,Retail Food Grocery and Supermarkets
403041077,402031038,2356,6550,Auto and Transportation
403041077,402041039,4174,3328,Auto and Transportation
403041077,402041171,3436,11251,Dining Sports and Entertainment
403041077,402051049,5203,9626,Dining Sports and Entertainment
403041077,402051052,4070,12569,Dining Sports and Entertainment
403041077,403011056,6205,10543,Auto and Transportation
403041077,403011056,3508,14878,Dining Sports and Entertainment
403041077,403011056,5761,9698,Luxury and Speciality Stores
403041077,403011056,5759,14007,Medical and Personal Care
403041077,403011056,4425,11309,Personal Services
403041077,403011056,4547,4844,Retail Food Grocery and Supermarkets
403041077,403011057,82,11761,Apparel Discount and Department Stores
403041077,403011057,6165,1629,Auto and Transportation
403041077,403011057,4685,2583,Dining Sports and Entertainment
403041077,403011057,333,11484,Luxury and Speciality Stores
403041077,403011057,4520,13402,Medical and Personal Care
403041077,403011057,5032,11080,Personal Services
403041077,403011057,3229,811,Retail Food Grocery and Supermarkets
403041077,403011057,2498,6746,Trades and Light Manufacturing
403041077,403011057,5395,9404,Travel Accommodation and Rentals
403041077,403021058,3796,5726,Apparel Discount and Department Stores
403041077,403021058,2800,4960,Auto and Transportation
403041077,403021058,2140,10950,Dining Sports and Entertainment
403041077,403021058,3683,8532,Hardware Supplies and Homewares
403041077,403021058,390,12309,Luxury and Speciality Stores
403041077,403021058,4801,10798,Personal Services
403041077,403021058,3428,1841,Retail Food Grocery and Supermarkets
403041077,403021058,1674,10397,Trades and Light Manufacturing
403041077,403021059,1466,14216,Apparel Discount and Department Stores
403041077,403021059,450,6173,Dining Sports and Entertainment
403041077,403021059,4595,4365,Luxury and Speciality Stores
403041077,403021059,1360,2394,Medical and Personal Care
403041077,403021059,591,1691,Personal Services
403041077,403021059,4459,7864,Retail Food Grocery and Supermarkets
403041077,403021060,4819,8590,Auto and Transportation
403041077,403021060,4159,953,Dining Sports and Entertainment
403041077,403021060,4835,5438,Luxury and Speciality Stores
403041077,403021060,2223,3974,Medical and Personal Care
403041077,403021060,2332,4605,Personal Services
403041077,403021060,1925,12351,Retail Food Grocery and Supermarkets
403041077,403021061,3955,12957,Apparel Discount and Department Stores
403041077,403021061,4718,8779,Auto and Transportation
403041077,403021061,3738,14140,Dining Sports and Entertainment
403041077,403021061,643,11425,Hardware Supplies and Homewares
403041077,403021061,4021,7533,Luxury and Speciality Stores
403041077,403021061,5747,14531,Medical and Personal Care
403041077,403021061,2940,6296,Personal Services
403041077,403021061,3129,10088,Professional Services
403041077,403021061,2680,13057,Retail Food Grocery and Supermarkets
403041077,403021061,3646,8930,Trades and Light Manufacturing
403041077,403021061,2072,14111,Travel Accommodation and Rentals
403041077,403021062,3063,4002,Apparel Discount and Department Stores
403041077,403021062,4527,6400,Auto and Transportation
403041077,403021062,1021,10334,Dining Sports and Entertainment
403041077,403021062,2734,14938,Luxury and Speciality Stores
403041077,403021062,1165,2299,Medical and Personal Care
403041077,403021062,4693,11927,Personal Services
403041077,403021062,1754,12941,Retail Food Grocery and Supermarkets
403041077,403021063,4533,9843,Auto and Transportation
403041077,403021063,2356,3731,Hardware Supplies and Homewares
403041077,403021063,1929,2133,Personal Services
403041077,403021063,2011,9785,Trades and Light Manufacturing
403041077,403021064,3550,5130,Apparel Discount and Department Stores
403041077,403021064,5021,12455,Auto and Transportation
403041077,403021064,1351,8442,Dining Sports and Entertainment
403041077,403021064,148,12576,Hardware Supplies and Homewares
403041077,403021064,455,13195,Luxury and Speciality Stores
403041077,403021064,6204,2781,Medical and Personal Care
403041077,403021064,3913,8849,Personal Services
403041077,403021064,2332,1494,Professional Services
403041077,403021064,2304,1198,Retail Food Grocery and Supermarkets
403041077,403031065,34,10430,Auto and Transportation
403041077,403031065,1040,6986,Medical and Personal Care
403041077,403031065,3900,3691,Retail Food Grocery and Supermarkets
403041077,403031066,1791,8233,Auto and Transportation
403041077,403031066,3689,8905,Dining Sports and Entertainment
403041077,403031066,188,1824,Luxury and Speciality Stores
403041077,403031066,461,6592,Medical and Personal Care
403041077,403031066,6258,14515,Personal Services
403041077,403031066,3086,10434,Professional Services
403041077,403031066,4895,6267,Retail Food Grocery and Supermarkets
403041077,403031067,3808,3932,Apparel Discount and Department Stores
403041077,403031067,1564,207,Auto and Transportation
403041077,403031067,4033,1586,Dining Sports and Entertainment
403041077,403031067,5515,8097,Hardware Supplies and Homewares
403041077,403031067,2053,14612,Luxury and Speciality Stores
403041077,403031067,4745,11031,Medical and Personal Care
403041077,403031067,4653,9542,Personal Services
403041077,403031067,5193,6894,Retail Food Grocery and Supermarkets
403041077,403031068,894,429,Apparel Discount and Department Stores
403041077,403031068,6015,259,Auto and Transportation
403041077,403031068,3215,12883,Dining Sports and Entertainment
403041077,403031068,779,2453,Hardware Supplies and Homewares
403041077,403031068,2023,5311,Luxury and Speciality Stores
403041077,403031068,4242,10817,Medical and Personal Care
403041077,403031068,301,2283,Personal Services
403041077,403031068,1933,14840,Retail Food Grocery and Supermarkets
403041077,403031069,3359,3630,Apparel Discount and Department Stores
403041077,403031069,6005,10727,Auto and Transportation
403041077,403031069,1797,12299,Dining Sports and Entertainment
403041077,403031069,4581,7551,Luxury and Speciality Stores
403041077,403031069,1344,4079,Medical and Personal Care
403041077,403031069,1360,5930,Personal Services
403041077,403031069,3126,689,Retail Food Grocery and Supermarkets
403041077,403031070,3562,3018,Apparel Discount and Department Stores
403041077,403031070,2348,3716,Auto and Transportation
403041077,403031070,6026,4678,Dining Sports and Entertainment
403041077,403031070,51,729,Hardware Supplies and Homewares
403041077,403031070,5949,7936,Luxury and Speciality Stores
403041077,403031070,5062,10412,Retail Food Grocery and Supermarkets
403041077,403041071,978,14254,Apparel Discount and Department Stores
403041077,403041071,5702,9478,Auto and Transportation
403041077,403041071,158,7483,Dining Sports and Entertainment
403041077,403041071,4272,5197,Luxury and Speciality Stores
403041077,403041071,1670,2964,Medical and Personal Care
403041077,403041071,1842,6096,Personal Services
403041077,403041071,5273,1904,Professional Services
403041077,403041071,3770,6631,Retail Food Grocery and Supermarkets
403041077,403041072,3407,2046,Auto and Transportation
403041077,403041072,3791,14673,Dining Sports and Entertainment
403041077,403041072,3756,2875,Retail Food Grocery and Supermarkets
403041077,403041073,3215,3211,Apparel Discount and Department Stores
403041077,403041073,4395,10853,Auto and Transportation
403041077,403041073,2422,8786,Dining Sports and Entertainment
403041077,403041073,1883,3636,Hardware Supplies and Homewares
403041077,403041073,776,14430,Luxury and Speciality Stores
403041077,403041073,3104,4758,Personal Services
403041077,403041073,2097,432,Retail Food Grocery and Supermarkets
403041077,403041074,2416,1260,Apparel Discount and Department Stores
403041077,403041074,4031,2993,Auto and Transportation
403041077,403041074,1205,9604,Dining Sports and Entertainment
403041077,403041074,1818,177,Luxury and Speciality Stores
403041077,403041074,5210,4432,Retail Food Grocery and Supermarkets
403041077,403041075,2734,9772,Retail Food Grocery and Supermarkets
403041077,403041076,1231,10914,Dining Sports and Entertainment
403041077,403041076,2320,6191,Hardware Supplies and Homewares
403041077,403041076,1458,3767,Medical and Personal Care
403041077,403041076,5099,13747,Professional Services
403041077,403041076,3615,14347,Retail Food Grocery and Supermarkets
403041077,403041077,3328,1275,Apparel Discount and Department Stores
403041077,403041077,4829,7219,Auto and Transportation
403041077,403041077,285,5920,Dining Sports and Entertainment
403041077,403041077,5016,4414,Luxury and Speciality Stores
403041077,403041077,1727,4258,Medical and Personal Care
403041077,403041077,3613,7294,Personal Services
403041077,403041077,5230,6165,Retail Food Grocery and Supermarkets
403041077,403041078,3511,13431,Dining Sports and Entertainment
403041077,403041080,3791,3932,Apparel Discount and Department Stores
403041077,403041080,1534,14128,Auto and Transportation
403041077,403041080,4609,2102,Dining Sports and Entertainment
403041077,403041080,4780,11557,Hardware Supplies and Homewares
403041077,403041080,2349,14757,Luxury and Speciality Stores
403041077,403041080,3595,8247,Medical and Personal Care
403041077,403041080,4055,8724,Personal Services
403041077,403041080,4497,13781,Professional Services
403041077,403041080,5926,8971,Retail Food Grocery and Supermarkets
403041077,403041082,2734,10598,Auto and Transportation
403041077,403041082,6195,5499,Dining Sports and Entertainment
403041077,403041082,4016,14089,Hardware Supplies and Homewares
403041077,403041082,1555,1646,Professional Services
403041077,403041082,4408,14513,Retail Food Grocery and Supermarkets
403041077,403041082,3718,12804,Trades and Light Manufacturing
403041077,403041083,5122,8589,Apparel Discount and Department Stores
403041077,403041083,5598,10309,Dining Sports and Entertainment
403041077,403041083,921,13586,Retail Food Grocery and Supermarkets
403041077,403041083,2513,5905,Travel Accommodation and Rentals
403041077,403041084,4907,6244,Apparel Discount and Department Stores
403041077,403041084,26,14261,Auto and Transportation
403041077,403041084,1487,9492,Dining Sports and Entertainment
403041077,403041084,2082,7818,Hardware Supplies and Homewares
403041077,403041084,6077,10604,Luxury and Speciality Stores
403041077,403041084,4055,11070,Medical and Personal Care
403041077,403041084,2771,6434,Personal Services
403041077,403041084,2718,2108,Retail Food Grocery and Supermarkets
403041077,403041084,4159,4222,Travel Accommodation and Rentals
403041077,403041085,3139,3348,Apparel Discount and Department Stores
403041077,403041085,2750,10829,Auto and Transportation
403041077,403041085,2133,7310,Dining Sports and Entertainment
403041077,403041085,4016,8337,Luxury and Speciality Stores
403041077,403041085,2382,8466,Medical and Personal Care
403041077,403041085,1232,12965,Retail Food Grocery and Supermarkets
403041077,403041086,4460,5412,Apparel Discount and Department Stores
403041077,403041086,1913,2841,Auto and Transportation
403041077,403041086,5052,6948,Dining Sports and Entertainment
403041077,403041086,5035,11300,Hardware Supplies and Homewares
403041077,403041086,5530,10160,Luxury and Speciality Stores
403041077,403041086,3250,1725,Travel Accommodation and Rentals
403041077,403041087,2234,13812,Apparel Discount and Department Stores
403041077,403041087,2325,2292,Auto and Transportation
403041077,403041087,6201,5266,Dining Sports and Entertainment
403041077,403041087,5620,11843,Hardware Supplies and Homewares
403041077,403041087,3086,1477,Luxury and Speciality Stores
403041077,403041087,1714,3507,Personal Services
403041077,403041087,745,10911,Retail Food Grocery and Supermarkets
403041077,403041088,2978,1501,Dining Sports and Entertainment
403041077,403041089,3370,1477,Dining Sports and Entertainment
403041077,403041089,57,11999,Retail Food Grocery and Supermarkets
403041077,404011092,227,7317,Dining Sports and Entertainment
403041077,404011092,5866,7101,Retail Food Grocery and Supermarkets
403041077,404011093,1856,14814,Apparel Discount and Department Stores
403041077,404011093,5063,9481,Auto and Transportation
403041077,404011093,1582,9717,Dining Sports and Entertainment
403041077,404011093,2873,4028,Luxury and Speciality Stores
403041077,404011093,5859,8046,Retail Food Grocery and Supermarkets
403041077,404011095,2602,757,Auto and Transportation
403041077,404011096,5441,7131,Apparel Discount and Department Stores
403041077,404011096,5032,14494,Dining Sports and Entertainment
403041077,404011096,3469,1569,Retail Food Grocery and Supermarkets
403041077,404011097,2416,14190,Apparel Discount and Department Stores
403041077,404011097,1661,1994,Auto and Transportation
403041077,404011097,3212,12993,Dining Sports and Entertainment
403041077,404011097,1902,3883,Hardware Supplies and Homewares
403041077,404011097,3894,9384,Retail Food Grocery and Supermarkets
403041077,404021099,3680,14394,Dining Sports and Entertainment
403041077,404021101,2628,5227,Auto and Transportation
403041077,404021101,5210,2600,Dining Sports and Entertainment
403041077,404021102,3194,8250,Auto and Transportation
403041077,404031104,1257,1078,Apparel Discount and Department Stores
403041077,404031104,451,9122,Auto and Transportation
403041077,404031104,707,5243,Dining Sports and Entertainment
403041077,404031104,1844,4218,Hardware Supplies and Homewares
403041077,404031104,645,12966,Luxury and Speciality Stores
403041077,404031104,4559,3458,Retail Food Grocery and Supermarkets
403041077,404031104,4490,2755,Travel Accommodation and Rentals
403041077,404031106,3122,3477,Auto and Transportation
403041077,404031106,2842,13094,Dining Sports and Entertainment
403041077,404031107,2337,854,Apparel Discount and Department Stores
403041077,404031107,2413,2044,Auto and Transportation
403041077,404031107,2792,11165,Dining Sports and Entertainment
403041077,404031107,1391,12432,Hardware Supplies and Homewares
403041077,404031107,4447,9765,Luxury and Speciality Stores
403041077,404031107,3837,13347,Medical and Personal Care
403041077,404031107,1210,2791,Personal Services
403041077,404031107,2700,13509,Professional Services
403041077,404031107,63,7636,Retail Food Grocery and Supermarkets
403041077,404031107,1144,11321,Trades and Light Manufacturing
403041077,404031107,4565,6366,Travel Accommodation and Rentals
403041077,404031108,4758,11642,Apparel Discount and Department Stores
403041077,404031108,1306,1273,Auto and Transportation
403041077,404031108,2230,11186,Dining Sports and Entertainment
403041077,404031108,819,4310,Hardware Supplies and Homewares
403041077,404031108,6021,14382,Luxury and Speciality Stores
403041077,404031108,2990,13065,Professional Services
403041077,404031108,2981,240,Retail Food Grocery and Supermarkets
403041077,404031108,1856,10724,Trades and Light Manufacturing
403041077,404031109,3019,1268,Auto and Transportation
403041077,405021119,3852,3338,Auto and Transportation
403041077,405031122,2911,515,Auto and Transportation
403041077,405041127,2488,13988,Retail Food Grocery and Supermarkets
403041077,405041128,1846,14690,Retail Food Grocery and Supermarkets
403041077,406021142,3607,11939,Dining Sports and Entertainment
403041077,407011144,1999,753,Auto and Transportation
403041077,407011144,5160,5624,Dining Sports and Entertainment
403041077,407011144,5479,6693,Retail Food Grocery and Supermarkets
403041077,407011144,1856,14072,Travel Accommodation and Rentals
403041077,407011147,5076,6850,Retail Food Grocery and Supermarkets
403041077,407011148,3463,4281,Apparel Discount and Department Stores
403041077,407011148,4174,1342,Dining Sports and Entertainment
403041077,407011148,4219,3650,Retail Food Grocery and Supermarkets
403041077,407011149,4780,3105,Retail Food Grocery and Supermarkets
403041077,407021173,3136,13121,Dining Sports and Entertainment
403041077,407031165,3680,13678,Dining Sports and Entertainment
403041077,407031165,2883,13302,Retail Food Grocery and Supermarkets
403041077,407031169,2930,644,Auto and Transportation
403041078,401011001,504,11585,Apparel Discount and Department Stores
403041078,401011001,1085,8308,Auto and Transportation
403041078,401011001,4830,14917,Dining Sports and Entertainment
403041078,401011001,5872,13074,Luxury and Speciality Stores
403041078,401011001,1588,8968,Medical and Personal Care
403041078,401011001,1666,8320,Retail Food Grocery and Supermarkets
403041078,401011001,3666,7794,Travel Accommodation and Rentals
403041078,401011002,4715,323,Dining Sports and Entertainment
403041078,401021007,1316,5756,Auto and Transportation
403041078,401021007,2295,926,Retail Food Grocery and Supermarkets
403041078,401071023,5429,2195,Dining Sports and Entertainment
403041078,401071024,2700,11375,Retail Food Grocery and Supermarkets
403041078,402031036,2369,12121,Apparel Discount and Department Stores
403041078,402031036,3705,12426,Dining Sports and Entertainment
403041078,402031036,5148,11357,Luxury and Speciality Stores
403041078,402051049,2498,4441,Dining Sports and Entertainment
403041078,403011056,3888,931,Dining Sports and Entertainment
403041078,403011056,5651,5384,Retail Food Grocery and Supermarkets
403041078,403011057,308,8133,Dining Sports and Entertainment
403041078,403011057,5487,4372,Retail Food Grocery and Supermarkets
403041078,403021058,4930,8012,Apparel Discount and Department Stores
403041078,403021058,5852,10693,Auto and Transportation
403041078,403021058,4742,766,Dining Sports and Entertainment
403041078,403021058,4194,5997,Hardware Supplies and Homewares
403041078,403021058,1714,12585,Personal Services
403041078,403021058,5014,3771,Retail Food Grocery and Supermarkets
403041078,403021059,3847,4373,Apparel Discount and Department Stores
403041078,403021059,4851,13888,Dining Sports and Entertainment
403041078,403021059,539,12119,Retail Food Grocery and Supermarkets
403041078,403021061,106,10725,Auto and Transportation
403041078,403021061,6086,2443,Dining Sports and Entertainment
403041078,403021061,2448,6343,Luxury and Speciality Stores
403041078,403021061,4316,1357,Retail Food Grocery and Supermarkets
403041078,403021061,4667,5011,Travel Accommodation and Rentals
403041078,403021062,2488,13638,Apparel Discount and Department Stores
403041078,403021064,3506,4656,Apparel Discount and Department Stores
403041078,403021064,2928,12578,Dining Sports and Entertainment
403041078,403021064,6230,8721,Hardware Supplies and Homewares
403041078,403021064,562,13985,Luxury and Speciality Stores
403041078,403021064,1203,11878,Retail Food Grocery and Supermarkets
403041078,403031066,5725,12932,Auto and Transportation
403041078,403031066,5787,13732,Dining Sports and Entertainment
403041078,403031066,3811,11894,Luxury and Speciality Stores
403041078,403031068,5978,2797,Dining Sports and Entertainment
403041078,403031068,2185,5782,Luxury and Speciality Stores
403041078,403031068,2488,13743,Retail Food Grocery and Supermarkets
403041078,403031070,5693,9308,Auto and Transportation
403041078,403031070,6157,8772,Retail Food Grocery and Supermarkets
403041078,403041071,5099,4637,Apparel Discount and Department Stores
403041078,403041071,4055,1570,Dining Sports and Entertainment
403041078,403041071,767,2578,Medical and Personal Care
403041078,403041071,51,6079,Retail Food Grocery and Supermarkets
403041078,403041072,3399,3991,Apparel Discount and Department Stores
403041078,403041072,4544,4468,Auto and Transportation
403041078,403041072,4595,266,Dining Sports and Entertainment
403041078,403041072,57,9173,Retail Food Grocery and Supermarkets
403041078,403041073,1717,14863,Apparel Discount and Department Stores
403041078,403041073,3108,2958,Auto and Transportation
403041078,403041073,322,4079,Dining Sports and Entertainment
403041078,403041073,6097,12892,Hardware Supplies and Homewares
403041078,403041073,5642,10908,Luxury and Speciality Stores
403041078,403041073,4497,12693,Medical and Personal Care
403041078,403041073,1780,2222,Personal Services
403041078,403041073,844,9412,Professional Services
403041078,403041073,1824,671,Retail Food Grocery and Supermarkets
403041078,403041073,2911,11100,Travel Accommodation and Rentals
403041078,403041074,842,14604,Apparel Discount and Department Stores
403041078,403041074,6086,9681,Auto and Transportation
403041078,403041074,3397,14767,Dining Sports and Entertainment
403041078,403041074,5974,8754,Luxury and Speciality Stores
